,julday,LNOx,LNOxEm,sqrtWS
475,384,3.523415014,8.047030888,2.2656125
476,384,4.711330382,7.691140315,1.61245155
477,384,3.33220451,7.467409494,2.144761059
478,384,2.756840365,6.92374465,2.578759392
479,384,2.610069793,6.443394077,2.384009228
480,384,2.202764758,5.813908409,2.302172887
481,385,2.266957915,5.336165525,1.983305322
482,385,2.073171929,5.395404534,2.129201728
483,385,1.740466175,5.03002979,1.884144368
484,385,2.49732917,5.160623533,1.932226695
485,385,3.370738174,5.514227144,2.029039181
486,385,5.743964264,7.434716471,0.939946807
487,385,6.189187721,7.93075346,0.806225775
488,385,6.237640798,8.467514653,0.856154192
489,385,6.089384954,8.157967242,0.991715685
490,385,6.064598831,8.219879207,0.930859818
491,385,5.729450221,8.302780982,0.795612971
492,385,5.053375448,8.294310365,1.570509471
493,385,4.878246106,8.194810852,2.171750446
494,385,4.923987487,8.334662848,2.077618829
495,385,4.918154441,8.270745623,2.093561559
496,385,4.934114156,8.227975925,2
497,385,5.007630785,8.479134339,1.866413673
498,385,5.25619244,8.317253791,1.830300522
499,385,5.384953673,8.12623794,1.258371964
500,385,5.199601394,7.874636516,1.42583309
501,385,5.420977379,7.676343669,1.008464179
502,385,5.283457504,7.219126167,0.78517514
503,385,4.97535348,6.283465173,0.774596669
504,385,4.589040804,6.144180765,1.095445115
553,388,4.237000863,6.201464898,1.431782106
554,388,4.086816296,5.689001341,1.341640786
555,388,4.108411819,5.480719801,1.210991329
556,388,3.950281718,5.392100864,1.161895004
557,388,4.024458435,5.585962474,1.154772705
558,388,4.963194219,6.933146797,0.81670068
559,388,5.233778845,7.253004976,1.016366076
560,388,5.391124416,7.66445787,1.072380529
561,388,5.53180721,7.98872557,0.983107319
562,388,5.436120871,7.965817777,1.322875656
563,388,5.425390449,7.95973676,1.488959368
564,388,5.258276317,7.936863927,1.55980768
565,388,5.052416828,7.732599587,1.437706507
566,388,4.98051967,7.73786559,1.310152663
567,388,4.953006181,7.644601452,1.080046295
568,388,4.852811209,7.65715364,0.81670068
569,388,4.984633492,7.514149396,0.921954446
570,388,4.871373227,7.465709562,1.176222768
571,388,4.681668157,7.182033399,1.154772705
572,388,4.595624773,6.941786011,1.048808848
573,388,4.217299386,6.411665096,1
574,388,4.491441421,6.267340554,0.741619849
575,388,4.49088104,6.320254612,0.658407169
576,388,4.628398312,6.250849634,0.795612971
577,389,4.457829598,6.178402449,0.966178037
578,389,4.608664075,5.897111901,0.365376518
579,389,4.394449155,5.36295846,0.939946807
580,389,4.08176578,5.254026766,1.032714869
581,389,3.851210866,5.303446848,1.032714869
582,389,4.086816296,5.255291973,0.966178037
583,389,4.249209273,5.260845428,0.894427191
584,389,4.564868889,6.107285562,1.322875656
585,389,4.813809051,6.523954957,1.231462545
586,389,4.061304708,6.660920844,1.974841766
587,389,2.513656063,6.774075683,2.313006701
588,389,2.867898902,7.010320108,2.572255819
589,389,2.850706502,6.769304604,2.738612788
590,389,2.7047113,6.989644543,2.822498893
591,389,3.100092289,7.268779463,2.765863337
592,389,3.312366168,7.34605363,2.629923953
593,389,2.876385516,7.425172001,2.28035085
594,389,2.988204007,7.62439428,2.167948339
595,389,3.687628672,7.458213193,2.206014506
596,389,2.957511061,6.992430927,2.152556619
597,389,3.173878459,6.805936916,1.66838245
598,389,3.998200702,6.502007132,1.204159458
599,389,4.120661871,6.184632318,1.63294213
600,389,4.472780998,5.815098305,0.875499857
601,390,4.438525109,5.50123148,0.965919251
602,390,4.163559631,5.072105347,1.46628783
603,390,3.899950424,4.915148876,1.449137675
604,390,3.701301974,4.96225732,1.454819576
605,390,4.021773869,5.449214167,1.449137675
606,390,5.865617837,7.706991185,1.284523258
607,390,6.081990574,7.703279042,1.13291659
608,390,5.809492929,8.332309868,1.224744871
609,390,5.84310954,8.398584011,0.875785362
610,390,5.409858741,8.223308963,1.024695077
611,390,5.237239517,8.178087845,0.921954446
612,390,5.145748768,8.114822532,1.366382084
613,390,5.111083765,8.063033071,1.204159458
614,390,5.168777995,8.047097757,1.420211252
615,390,4.785823686,8.138682476,0.78517514
616,390,4.639571613,8.145134901,0.931128348
617,390,5.593409417,8.275928783,0.957340065
618,390,5.456815724,8.263902808,1.087658034
619,390,5.407171771,8.114348003,0.658407169
620,390,4.647750634,7.720608795,0.683008053
621,390,5.094976443,7.581700962,0.387298335
622,390,4.995521656,7.137907632,0.591607978
623,390,4.518522379,6.010326341,0.605805249
624,390,4.332048265,5.676449602,0.785493475
625,391,4.309455942,5.265147726,1.102950588
626,391,4.282206299,5.377107869,1.024695077
627,391,4.274580613,4.841774357,0.645368112
628,391,4.338597077,4.993266738,0.316227766
629,391,4.564348191,5.349710604,0.341320963
630,391,5.394309132,7.367160693,0.605805249
631,391,5.553153365,7.796506145,0.53244718
632,391,5.821713647,8.359830625,0.605392435
633,391,5.620400866,8.213536768,0.605392435
634,391,5.050176469,8.205629536,0.806225775
635,391,5.644386265,8.331450047,0.856446145
636,391,4.978112102,8.166810532,1.032714869
637,391,4.237723145,8.081618257,1.048808848
638,391,5.162211234,8.256152608,1.341640786
639,391,5.062595033,8.323290864,1.251598977
640,391,5.28396486,8.33279745,1.483239697
641,391,5.522260598,8.321046047,1.147606204
642,391,5.074861266,8.272635274,1.024695077
643,391,4.439115602,8.211070646,1.238345671
644,391,4.744497251,8.000458815,1.024695077
645,391,5.352095072,7.809588401,0.912962212
646,391,5.276582874,7.275048937,0.683008053
647,391,4.412192049,6.505895754,0.974679434
648,391,4.056988776,5.979839034,0.948683298
649,392,3.882594195,5.602811871,1.072380529
650,392,2.836150204,5.247580865,2.373499526
651,392,2.769458829,5.253864445,2.503297825
652,392,2.429217744,5.256661107,2.585246603
653,392,2.266957915,5.454720666,2.376972865
654,392,3.5085559,7.465239829,2.506691046
655,392,3.659708077,7.777968426,2.661390614
656,392,3.660994251,8.271787839,2.648867683
657,392,3.586292865,8.350871999,2.449489743
658,392,3.63758616,8.264016113,2.552743622
659,392,3.851210866,8.303783772,2.486664433
660,392,4.32677816,8.219937046,2.352339261
661,392,4.108411819,8.101904051,2.152440475
662,392,4.281515453,8.269946475,1.979141228
663,392,4.654436427,8.362195938,1.693221781
664,392,4.531523646,8.338624328,1.505489953
665,392,4.453765732,8.455309866,1.378404875
666,392,5.346631227,8.341372907,1.169187752
667,392,5.366910158,8.272287894,0.885155354
668,392,5.245970886,7.994666946,1.040913061
669,392,5.184868674,7.779999887,1.271613149
670,392,5.069847154,7.173466504,1.290929897
671,392,4.639088404,6.255349866,1.347775946
672,392,4.123903364,6.061658662,1.527579785
673,393,3.788724789,5.751362193,1.596871942
674,393,3.258096538,5.443826012,1.648180815
675,393,2.35612586,4.721934072,1.554509569
676,393,3.106826321,5.233137439,1.586348007
677,393,3.365570204,5.558827139,1.565247584
678,393,5.185428584,7.479728134,1.55980768
679,393,5.661744463,7.886258306,1.271416533
680,393,5.873947101,8.338594611,1.231665539
681,393,5.694405313,8.279626991,1.354067945
682,393,4.923987487,8.183971958,1.271416533
683,393,4.291828367,8.257375646,1.811905075
684,393,4.97742316,8.170706609,1.5
685,393,4.405498991,8.187552902,2.217430946
686,393,3.282789151,8.143558131,2.661390614
687,393,3.370738174,8.259663064,2.813716404
688,393,3.575150689,8.22621579,2.912644846
689,393,3.881563798,8.382412648,2.801785145
690,393,3.591817741,8.34620553,2.572255819
691,393,2.954910279,8.216860659,2.463026593
692,393,3.476614021,7.934978642,2.13693706
693,393,3.494991261,7.779799975,1.936491673
694,393,3.337547355,7.267213769,2.03310108
695,393,2.660259537,6.482124472,1.914810696
696,393,2.163323026,6.083465354,1.906174179
697,394,2.803360381,5.683796104,1.765502761
698,394,2.697999865,5.456504925,1.66838245
699,394,1.373715579,5.102549323,2.08961719
700,394,1.098612289,5.336197839,2.291287847
701,394,2.302585093,5.339982778,2.109502311
702,394,4.534747722,7.282197658,1.784236531
703,394,5.107459479,7.685356143,1.048808848
704,394,4.620551288,8.274478853,1.643167673
705,394,4.364371699,8.407739277,1.543858802
706,394,4.574710979,8.140295057,1.543858802
707,394,4.189654742,7.975459402,1.532970972
708,394,4.143928062,8.060978706,1.765361153
709,394,4.043051268,8.025192691,1.798193538
710,394,4.128745989,8.105405179,1.779606698
711,394,5.087287646,8.26275248,1.431782106
712,394,5.349010481,8.099943,1.183215957
713,394,6.007091803,8.290393268,0.903880523
714,394,5.921042083,8.22014375,1.095445115
715,394,5.866326404,8.150396805,1.040913061
716,394,5.848459853,7.810206668,1.190378091
717,394,5.699941775,7.662043259,1.258173279
718,394,5.476881874,7.397505327,1.360147051
719,394,5.14836619,6.701733034,1.454991409
720,394,4.754451889,6.469252624,1.522005256
721,395,4.753159064,6.223715257,1.522005256
722,395,4.555454594,5.913770882,1.454991409
723,395,4.02624415,5.701953799,1.431782106
724,395,4.247065649,5.757055939,1.396424004
725,395,3.855452654,5.83234247,1.360147051
726,395,4.716711561,6.887217584,1.329097438
727,395,4.982578696,7.373601454,1.258371964
728,395,4.007333185,7.703708265,1.431782106
729,395,4.97742316,7.940671602,1.378404875
730,395,4.745366816,7.916423305,1.565247584
731,395,4.985659308,7.814133059,1.494322589
732,395,4.876341706,7.851792157,1.454991409
733,395,4.864066907,7.862405092,1.183215957
734,395,4.291144138,7.660506969,1.420035211
735,395,4.264087337,7.716680052,1.807346121
736,395,4.347693956,7.889896599,1.707776332
737,395,5.22089622,7.623621855,0.974679434
738,395,5.044392391,7.60217693,0.718679344
739,395,4.957937505,7.31034235,0.875499857
740,395,4.979832385,6.964432596,1.147606204
741,395,4.907494535,6.554655597,0.939946807
742,395,4.819878258,6.385538091,0.939946807
743,395,4.716264233,6.350102502,1.087887862
744,395,4.832704086,6.263351847,0.866025404
745,396,4.913757219,6.242755523,0.894427191
746,396,4.708177936,6.009147765,1.080046295
747,396,4.003690194,5.676872298,1.431782106
748,396,3.471966453,5.385029837,1.390503506
749,396,3.873282177,5.428657193,1.366199107
750,396,3.961765097,5.091083682,1.06465957
751,396,4.178226046,5.304544864,1.420211252
752,396,4.829113417,6.290365601,1.341640786
753,396,5.08790493,6.667651545,0.939680797
754,396,4.893352133,6.731655775,1.161895004
755,396,3.17805383,6.844773196,1.310343466
756,396,3.412796518,7.01890551,1.211197754
757,396,3.412796518,6.805064624,1.335477443
758,396,3.70745584,6.850365757,1.080277742
759,396,3.947390149,7.197155534,1.402319507
760,396,4.700934808,7.262243694,1.056645636
761,396,5.175584601,7.450174144,1.217784874
762,396,5.325202695,7.656504408,1.310152663
763,396,5.329089025,7.380622523,1.095445115
764,396,5.123070723,7.109804058,1.366382084
765,396,4.824305716,6.728198038,1.329097438
766,396,4.803201036,6.520036532,1.204159458
767,396,4.809334771,6.158325363,1.087887862
768,396,4.351567427,5.722577176,1.284523258
769,397,3.872242135,5.468126867,1.210991329
770,397,3.568123253,4.825283497,1.290929897
771,397,3.740047741,4.577730164,1.322875656
772,397,3.513036863,5.054559187,1.454819576
773,397,3.967457712,5.413039591,1.505656003
774,397,5.984817504,7.624219904,1.190168055
775,397,6.198681948,7.7245214,1.190168055
776,397,6.25785914,8.298098847,1.238143772
777,397,6.469172794,8.384301971,1.316624472
778,397,6.116554158,8.195605653,1.140175425
779,397,5.438296677,8.180039272,0.806225775
780,397,4.947340444,8.121344025,1.072380529
781,397,4.939497266,7.939901869,1.396424004
782,397,4.935552488,7.988469291,1.7272811
783,397,5.161638168,8.155693097,1.549193338
784,397,5.056882545,8.18128194,1.426008415
785,397,4.515792375,8.330046498,1.231665539
786,397,5.059742868,8.239000805,1.354067945
787,397,5.14107859,8.183825433,1.40836785
788,397,5.339699204,7.824554662,1.322875656
789,397,5.33296031,7.72755936,1.217990148
790,397,5.506753289,7.054475855,0.846758525
791,397,4.880906187,6.141566632,1.297497592
792,397,4.554403069,5.90460354,1.396424004
793,398,3.687628672,5.431434274,1.224744871
794,398,3.065724645,5.162866679,1.183215957
795,398,2.993229143,5.12055989,1.258371964
796,398,3.100092289,5.126567174,1.190168055
797,398,3.303216973,5.451726944,1.532970972
798,398,4.927253685,7.505139143,1.61245155
799,398,5.268115858,7.844910109,1.329097438
800,398,5.321789723,8.448271533,1.875366631
801,398,5.09436351,8.312418172,1.919114379
802,398,5.887769311,8.149535458,1.316624472
803,398,5.683239573,8.284641278,1.217990148
804,398,4.788324729,8.179821028,1.414213562
805,398,4.942356453,8.098812919,1.366199107
806,398,5.299067085,8.200814321,1.454991409
807,398,5.415211118,8.294537017,1.751142484
808,398,5.628699669,8.234515221,1.596871942
809,398,5.981161654,8.517047276,0.95760117
810,398,6.191339471,8.421756829,0.930859818
811,398,6.183426981,8.281929295,0.966178037
812,398,6.106354513,7.741496201,1.290929897
813,398,5.738827816,7.686265435,1.449137675
814,398,5.801362803,7.344285115,0.816394512
815,398,5.418098405,6.310813047,1.040913061
816,398,4.9698133,5.78188877,1.169187752
817,399,4.249922794,5.595550593,1.472073368
818,399,3.817712326,5.337326951,1.420211252
819,399,3.717223927,4.941736409,1.258371964
820,399,3.685122405,5.368695426,1.431782106
821,399,3.953164949,5.477193727,1.329285522
822,399,5.557407045,7.435293059,1.353883304
823,399,5.787357398,7.865319764,1.238143772
824,399,6.126323184,8.402566888,1.190168055
825,399,6.218699716,8.269390829,1.197288603
826,399,6.338063902,8.363249214,1.329097438
827,399,5.733988317,8.369945041,1.024695077
828,399,5.014627315,8.247061571,1.354067945
829,399,5.130490256,8.116454184,1.591540135
830,399,5.261912685,8.230360663,1.483239697
831,399,5.536546555,8.333343275,1.210991329
832,399,5.649854133,8.415756804,0.921954446
833,399,6.253347927,8.416678196,0.894427191
834,399,6.189905486,8.341494128,1.140175425
835,399,6.094923255,8.246000218,1.335290231
836,399,5.797424597,7.907802053,1.366199107
837,399,5.728312472,7.825220077,1.47766708
838,399,5.398162702,7.289090628,1.258371964
839,399,5.283203729,6.418340647,0.816394512
840,399,4.722063937,6.094280365,1.322875656
841,400,4.136765278,5.655191888,1.575912434
842,400,3.982481469,5.333101272,1.072380529
843,400,3.964615456,4.898896543,1
844,400,3.827553849,5.040485628,0.983107319
845,400,4.297965447,5.691022498,1.118033989
846,400,5.460436216,7.172744457,1.217990148
847,400,6.132855597,7.94263253,0.816394512
848,400,6.424463755,8.480729094,0.836660027
849,400,6.521062856,8.364865134,0.966178037
850,400,6.543192162,8.119835374,0.846758525
851,400,5.414988673,8.178285061,0.836660027
852,400,4.70682384,8.205735142,1.169187752
853,400,4.656813419,8.163471797,1.402319507
854,400,5.14545752,8.174967616,1.848512916
855,400,5.211942151,8.273902924,1.591697207
856,400,5.405601032,8.344711539,1.251598977
857,400,6.113460916,8.468320782,1.040913061
858,400,6.165942926,8.424577791,1.161895004
859,400,5.899212187,8.274305085,1.224744871
860,400,5.733179452,7.843560796,1.048808848
861,400,5.62923851,7.741869257,1.008216247
862,400,5.589306465,7.345846763,0.957340065
863,400,5.428028973,6.48171087,1.040913061
864,400,5.18206441,6.14062475,1.095445115
865,401,4.87557893,5.727431492,0.95760117
866,401,4.585477553,5.508161572,0.875499857
867,401,4.40976339,5.347142169,1.24498996
868,401,4.293195421,5.087169687,0.974679434
869,401,4.50147495,5.496967303,1.016366076
870,401,5.695750303,7.313831742,0.884872872
871,401,5.9140434,7.847122904,0.931128348
872,401,6.176075149,8.305183739,1.13291659
873,401,6.380715581,8.284716572,0.939946807
874,401,6.159306783,8.153347622,0.856154192
875,401,4.779123493,8.141234764,1.477497885
876,401,4.975008116,8.130803791,1.901841213
877,401,4.905274778,8.057330285,1.770169483
878,401,4.761318868,8.13234708,1.901709757
879,401,4.817859279,8.167887601,1.914941252
880,401,4.997212274,8.273833277,1.945122104
881,401,5.279389357,8.246896446,1.602029962
882,401,5.762837237,8.315376845,0.826740588
883,401,5.677951715,8.146546207,0.885155354
884,401,5.648622063,7.981208805,0.785493475
885,401,5.857504491,7.65467929,1.161895004
886,401,5.837584664,7.332812663,1.118033989
887,401,5.442850517,6.726584959,0.846758525
888,401,5.134032172,6.522748884,0.930859818
889,402,5.102302483,6.258186593,1.040913061
890,402,4.65728814,5.984197499,1.210991329
891,402,4.348340577,5.598423507,0.974679434
892,402,4.224641563,5.648262852,1.072380529
